# theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,theta13,theta14,theta15,theta16,theta17,theta18,theta19,theta20,theta21,theta22,theta23,theta24,theta25,theta26,theta27
3.835126012997375211e-01,4.434766737527939262e-01,4.399846114075706138e-01,4.245555943038178404e-01,4.127119995372601213e-01,4.345650789250977697e-01,4.126865706101744968e-01,4.618742468717034200e-01,4.321012498642297084e-01,4.555548211321182039e-01,4.171994591145867237e-01,4.116214722772272849e-01,4.684027572139111140e-01,4.458483203937864681e-01,3.955513501921497643e-01,4.185325505662851331e-01,4.523408418554240584e-01,4.049558000065630048e-01,4.631906776577301432e-01,4.301655561898656277e-01,4.503892402135470929e-01,4.389265340613834332e-01,4.444225226152020980e-01,4.163128117694953056e-01,3.978396275147236816e-01,4.580168368728142481e-01,4.719215407813873719e-01,3.857741021573030116e-01
3.401030277205983055e-01,4.390696591481861311e-01,4.607848058241210687e-01,4.222060272425826044e-01,4.273379592515173520e-01,3.779032562562048003e-01,4.621704083900221582e-01,3.220182897484708540e-01,3.732393356498259762e-01,2.994099066667693099e-01,4.448031015441636926e-01,3.785412652211792017e-01,4.620437080913074590e-01,5.145820058855404833e-01,4.599901395730848774e-01,4.050191576285488426e-01,4.243234990447868893e-01,2.891991321853130681e-01,4.455035850799010655e-01,3.524161882220898101e-01,4.230742568678072524e-01,3.867002117628322577e-01,5.365717855068730113e-01,4.935673370177036112e-01,6.274679417025825767e-01,5.478865446343943457e-01,5.123697276811295387e-01,3.923445871579409050e-01
3.747949855199463887e-01,4.437827653710002540e-01,4.358436639859825656e-01,3.745557691294592595e-01,3.935202849256007607e-01,2.452147349111628016e-01,5.255165641070366211e-01,3.911017053966421297e-01,3.077319130334502106e-01,3.638073220883098480e-01,4.069744355469608332e-01,4.290241477807596460e-01,4.779894986501281862e-01,4.879541558409331570e-01,3.263667024139588202e-01,2.965319632787427606e-01,5.246610570245585636e-01,4.244373736432293653e-01,4.895397326055517806e-01,4.242983087145537624e-01,3.843483310493092664e-01,3.787922646945197647e-01,3.973581296570122823e-01,4.168364606877819067e-01,5.754790781089600404e-01,5.967824775940503423e-01,3.286638761569053990e-01,6.234607603218570437e-01
4.114200844633409404e-01,4.264674825076553710e-01,4.539052550367602135e-01,3.909935401053183934e-01,4.046981010362762365e-01,4.203635703697931048e-01,5.138673970642758659e-01,4.473295176975272125e-01,4.185781239712226265e-01,4.393014901966445507e-01,3.693263857625691537e-01,4.063013709701763232e-01,4.544782521106838225e-01,4.352496577578180426e-01,4.193600375085734799e-01,4.279845961644409558e-01,3.840410953611990696e-01,4.313499526785803950e-01,4.836931677065257618e-01,4.384043495727805162e-01,4.297527023574214677e-01,4.496735682395325284e-01,4.784670613179092258e-01,4.642861816143536435e-01,4.229217601271665350e-01,4.619274111776716096e-01,4.309049684896999466e-01,4.806018727619242314e-01
4.348592258149658885e-01,4.453511110880857271e-01,4.524301678271041016e-01,4.113485234821440684e-01,4.283407102749068884e-01,4.852232463435873777e-01,4.598912022711389991e-01,4.773313886575608622e-01,4.898631329109190968e-01,4.619889140511174719e-01,5.127549306716343569e-01,4.945067805781674375e-01,5.020200873833651212e-01,5.558437495596839639e-01,5.030383745576103571e-01,4.598145026781442768e-01,5.466655763838260684e-01,5.353676482954807803e-01,4.791581908581423188e-01,5.396569513371736182e-01,4.499817708031660368e-01,5.489636891766334070e-01,4.357083100452237567e-01,4.853836652012319952e-01,4.368521188410845468e-01,4.832036249401492345e-01,5.682986031106428415e-01,5.438723648187967497e-01
3.567079717838580466e-01,4.328600601767799150e-01,4.492427189129191145e-01,3.935500811691885481e-01,3.568376127496528105e-01,2.840427236954797818e-01,3.807425264483811356e-01,3.616075139341578537e-01,4.246950604784009986e-01,3.770712706138715786e-01,3.963673495101198707e-01,4.243102937706280109e-01,3.701198189652313286e-01,4.436911522624174542e-01,3.950778629373900008e-01,4.880575887604346463e-01,4.219425660261678646e-01,5.047478681537520551e-01,4.057029514257539660e-01,5.104043968443067181e-01,3.920420120351182924e-01,4.377807057327436357e-01,4.158115747531394013e-01,5.658365709793378162e-01,4.274850566949364716e-01,4.322514285343859175e-01,4.030525660842277369e-01,4.644676635991142888e-01
5.086660237119623451e-01,5.255415491902027947e-01,4.840895405087737857e-01,4.461448710380276350e-01,4.945189808387279173e-01,4.859800893049883719e-01,5.436673655319489429e-01,4.889595368665654584e-01,4.809247292302126775e-01,5.131074281448440022e-01,5.177713266490745481e-01,5.446801150671859437e-01,4.494765406482146286e-01,4.649116448496246612e-01,4.564761845617491542e-01,4.940993433390726275e-01,5.038675391184278540e-01,4.449198495243253948e-01,5.358715424532545235e-01,5.549144963507534056e-01,5.264736521097572730e-01,4.249502117306456772e-01,4.811969690524757759e-01,4.923058410123573037e-01,5.796476342888474687e-01,4.563373934042131985e-01,5.034163455948572619e-01,4.951807855651729207e-01
3.597584216646020350e-01,3.760016044750099096e-01,4.406844798835437560e-01,4.380275548543540731e-01,3.781514335023585804e-01,4.403657141454488388e-01,5.046712944494815556e-01,4.940378194472254680e-01,4.253513627801890351e-01,4.548087610637242539e-01,4.552403486627713547e-01,4.662011316930593230e-01,4.142586214799897082e-01,5.013997524190673127e-01,4.449538576486896657e-01,4.888586286712733875e-01,4.107832259058749602e-01,5.141662575811086766e-01,5.171028603921850042e-01,4.071174086084162758e-01,5.158923972171943761e-01,3.641989803008630067e-01,4.171962456676444608e-01,4.424046954156605760e-01,4.897247995219098371e-01,4.917822173539808661e-01,4.719460583706270862e-01,4.461813128785204752e-01
4.157962200391480678e-01,4.943060570358411843e-01,4.431594515812753432e-01,4.403910441530865527e-01,4.687272794805811826e-01,3.961423202832242696e-01,3.710058096424173613e-01,3.511073537211066853e-01,4.330845736076837649e-01,3.472443095922153611e-01,4.679236741386494369e-01,5.023015404285613439e-01,4.706434264359740105e-01,4.536525731928855443e-01,4.122929337938894268e-01,4.628117856150924525e-01,4.024336872509854945e-01,5.085400915377731312e-01,4.098192267690716761e-01,4.259544926045005231e-01,4.778730399413377294e-01,3.412594335903256226e-01,3.884606862436225660e-01,3.790934288369829930e-01,4.316940356225412723e-01,4.414034320218903074e-01,4.532036218733737631e-01,5.127724080717643851e-01
5.358564933418301646e-01,4.396061905749506504e-01,4.609734742228858706e-01,4.518366616768854649e-01,3.560595380833473378e-01,4.493941140258522760e-01,3.926445877401807394e-01,4.267677908356934391e-01,3.850883788838834199e-01,3.847015875094860204e-01,3.287253486521508061e-01,4.498947150359331459e-01,3.912055556408212120e-01,6.252716930305772802e-01,4.472762042109801328e-01,3.755352971566455200e-01,4.106940354756549727e-01,4.819077049524607137e-01,4.672768616674836673e-01,3.783290971872433905e-01,4.200468106846202421e-01,3.392438182751214004e-01,4.832160822438171244e-01,5.749307919560688873e-01,4.451587216570631056e-01,4.194751354854331926e-01,4.573547874545005332e-01,5.983526526677298563e-01
3.157449843624731134e-01,3.380708020860889729e-01,2.590019391616353306e-01,3.350735149832112514e-01,4.358370272769461207e-01,4.754935033553328583e-01,4.116909597340214777e-01,3.293853368985794061e-01,4.103439981945266046e-01,4.067867159732770355e-01,4.199566210269551902e-01,5.346220056001297349e-01,4.301194983149317919e-01,5.286807824737194128e-01,4.957737706506241127e-01,4.957746801546660809e-01,5.593898630270204286e-01,5.802699950571130749e-01,5.918884853785884026e-01,5.161829593638180835e-01,5.572906767154580665e-01,4.180657472157812693e-01,5.842401040642718479e-01,4.248114161073132111e-01,5.601673395824198209e-01,5.653050696757385696e-01,5.015355400082642801e-01,5.909338800929384572e-01
